c_charge_degree,race,age_cat,sex,priors_count,days_b_screening_arrest,decile_score,result
F,African-American,25-45,Male,10,-1.0,7,1
M,African-American,Lessthan25,Female,3,-2.0,9,0
M,Caucasian,25-45,Male,6,0.0,3,1
F,African-American,25-45,Male,9,-1.0,7,1
M,Other,Lessthan25,Male,5,-1.0,6,0
F,Caucasian,25-45,Male,9,0.0,4,0
F,African-American,25-45,Female,10,0.0,10,1
F,Other,25-45,Male,5,-1.0,1,0
F,African-American,25-45,Male,0,-1.0,7,1
F,African-American,Greaterthan45,Male,23,-1.0,8,1
F,Caucasian,25-45,Female,8,-1.0,7,1
F,Caucasian,Greaterthan45,Male,3,-1.0,2,0
M,Caucasian,Lessthan25,Female,0,-1.0,9,0
F,African-American,25-45,Female,2,-15.0,6,0
M,African-American,25-45,Male,2,-1.0,3,1
F,African-American,Greaterthan45,Male,13,-1.0,8,1
M,African-American,Lessthan25,Male,0,-4.0,3,1
F,Hispanic,25-45,Male,8,-1.0,3,1
F,African-American,Greaterthan45,Female,1,-1.0,1,0
F,Caucasian,25-45,Male,2,-29.0,6,0
M,Caucasian,25-45,Male,10,0.0,4,0
F,Caucasian,25-45,Male,2,-1.0,5,0
F,African-American,25-45,Female,3,-1.0,5,0
F,African-American,25-45,Male,1,-1.0,10,0
M,Caucasian,25-45,Male,2,-3.0,1,0
F,African-American,25-45,Male,5,-19.0,8,0
M,Hispanic,25-45,Male,1,0.0,7,1
M,Caucasian,Greaterthan45,Male,0,0.0,1,0
F,African-American,25-45,Male,2,0.0,2,1
F,African-American,25-45,Male,7,-1.0,3,0
M,Caucasian,Greaterthan45,Male,3,0.0,4,1
F,African-American,25-45,Male,3,-1.0,6,1
M,Caucasian,Greaterthan45,Female,1,-1.0,1,1
F,African-American,25-45,Female,0,0.0,5,1
M,African-American,Lessthan25,Female,0,-1.0,2,0
F,African-American,25-45,Male,6,-1.0,8,1
M,Other,Lessthan25,Male,3,-1.0,8,1
F,African-American,25-45,Female,4,-1.0,6,0
M,Hispanic,25-45,Female,0,0.0,2,0
F,African-American,25-45,Male,14,27.0,6,1
M,Caucasian,Lessthan25,Male,1,-8.0,2,0
F,Caucasian,Greaterthan45,Male,3,-13.0,3,1
F,African-American,25-45,Female,3,-1.0,3,0
F,African-American,25-45,Female,4,-1.0,6,1
F,Caucasian,Lessthan25,Male,2,-1.0,3,1
F,African-American,25-45,Male,2,-1.0,4,1
F,African-American,25-45,Male,0,-1.0,6,0
M,Caucasian,25-45,Male,0,-1.0,1,0
F,African-American,25-45,Female,3,-1.0,2,0
F,African-American,25-45,Male,1,-1.0,2,1
F,Caucasian,25-45,Male,6,-3.0,5,1
F,African-American,Greaterthan45,Male,3,-8.0,3,0
M,African-American,Lessthan25,Male,1,-1.0,2,1
F,African-American,25-45,Male,0,-1.0,10,0
M,Other,25-45,Female,0,-1.0,1,0
F,Caucasian,25-45,Male,9,-8.0,8,1
F,Other,25-45,Female,0,-4.0,1,0
M,Other,Greaterthan45,Male,0,-1.0,3,0
M,African-American,Lessthan25,Male,9,-7.0,9,1
F,African-American,25-45,Male,16,-1.0,9,1
M,Hispanic,25-45,Male,0,-1.0,2,0
F,African-American,Lessthan25,Male,0,-1.0,9,0
M,Hispanic,Lessthan25,Male,6,-1.0,8,0
F,African-American,Lessthan25,Male,7,-1.0,8,1
M,Hispanic,Greaterthan45,Male,0,-1.0,1,0
F,Caucasian,Greaterthan45,Male,0,-1.0,1,0
F,African-American,25-45,Female,4,0.0,7,1
F,Other,25-45,Male,1,-1.0,3,0
M,African-American,Greaterthan45,Male,1,-1.0,7,0
F,Caucasian,Greaterthan45,Male,0,0.0,1,1
F,African-American,Greaterthan45,Male,3,-1.0,8,1
F,African-American,25-45,Male,14,-1.0,8,0
M,Caucasian,25-45,Male,0,0.0,2,0
F,African-American,25-45,Male,21,-1.0,10,0
F,African-American,25-45,Female,3,-1.0,2,1
F,Other,Greaterthan45,Male,4,-1.0,2,0
F,African-American,Lessthan25,Male,1,0.0,8,1
F,African-American,25-45,Male,9,-1.0,10,1
M,Hispanic,25-45,Male,1,-1.0,1,0
F,African-American,Greaterthan45,Male,9,-1.0,9,1
F,African-American,Lessthan25,Male,0,0.0,8,1
F,Caucasian,25-45,Female,2,-1.0,5,1
M,African-American,Lessthan25,Male,3,0.0,8,1
F,Caucasian,25-45,Male,1,-1.0,4,0
F,Caucasian,Greaterthan45,Male,4,0.0,4,0
F,African-American,Lessthan25,Male,0,0.0,4,0
M,Hispanic,Greaterthan45,Female,2,0.0,1,0
M,African-American,Greaterthan45,Male,8,0.0,4,1
F,African-American,25-45,Male,4,-1.0,2,1
F,African-American,Lessthan25,Male,4,-1.0,9,1
F,African-American,25-45,Male,5,0.0,8,0
M,Caucasian,Lessthan25,Male,0,0.0,4,1
M,Hispanic,Greaterthan45,Male,10,-1.0,2,1
M,Caucasian,25-45,Female,1,-5.0,6,1
F,Other,25-45,Male,0,-1.0,4,1
F,African-American,25-45,Male,3,-1.0,8,1
M,Other,Greaterthan45,Male,0,-1.0,1,0
F,African-American,25-45,Male,10,-1.0,6,1
M,African-American,Lessthan25,Male,1,-1.0,4,0
F,African-American,25-45,Male,1,-1.0,2,0
F,African-American,Lessthan25,Male,2,-6.0,7,1
F,African-American,Lessthan25,Male,6,-1.0,9,1
F,Caucasian,25-45,Male,17,-1.0,7,1
F,African-American,25-45,Male,1,-1.0,3,0
F,African-American,25-45,Male,6,-1.0,8,1
M,Caucasian,25-45,Male,1,-1.0,3,0
M,Caucasian,25-45,Male,2,-1.0,1,0
F,Caucasian,25-45,Male,10,-1.0,5,1
M,Caucasian,Lessthan25,Male,4,-1.0,5,1
F,African-American,Greaterthan45,Male,10,-3.0,3,1
F,African-American,25-45,Male,9,0.0,6,1
F,Hispanic,Greaterthan45,Male,3,-1.0,4,0
F,Caucasian,25-45,Male,1,0.0,4,1
F,Caucasian,25-45,Male,1,0.0,1,0
F,Caucasian,25-45,Male,1,-1.0,2,0
F,African-American,25-45,Male,2,0.0,8,1
M,African-American,Lessthan25,Male,0,-1.0,2,1
F,African-American,25-45,Male,4,-1.0,8,1
F,African-American,25-45,Male,0,-1.0,2,1
F,Hispanic,25-45,Male,14,-1.0,9,1
M,Caucasian,25-45,Female,0,-1.0,2,0
F,African-American,25-45,Male,19,-4.0,9,1
M,Caucasian,25-45,Male,0,-1.0,1,0
F,African-American,25-45,Male,6,-1.0,8,1
M,Caucasian,25-45,Male,0,0.0,2,1
F,Caucasian,25-45,Female,2,-1.0,5,1
F,African-American,25-45,Male,8,0.0,9,1
F,African-American,25-45,Male,0,-1.0,7,0
F,African-American,Greaterthan45,Male,8,-1.0,4,0
M,Caucasian,Lessthan25,Male,1,-1.0,4,1
F,African-American,25-45,Male,6,-1.0,4,1
F,African-American,25-45,Male,0,-1.0,1,0
F,Caucasian,25-45,Male,4,-1.0,5,0
F,Caucasian,Lessthan25,Female,2,-2.0,9,0
M,African-American,Greaterthan45,Male,13,-1.0,7,1
F,Caucasian,Lessthan25,Male,0,0.0,9,1
F,Caucasian,25-45,Female,5,16.0,10,0
F,African-American,Lessthan25,Female,0,-1.0,7,0
F,African-American,25-45,Male,3,-1.0,2,0
F,African-American,25-45,Female,5,-1.0,5,1
M,Caucasian,25-45,Female,0,-2.0,2,0
M,African-American,Lessthan25,Male,0,0.0,4,0
F,Caucasian,25-45,Male,3,-1.0,3,0
F,Caucasian,25-45,Male,0,0.0,4,0
F,African-American,Lessthan25,Male,1,-21.0,7,1
M,African-American,Lessthan25,Male,0,-1.0,4,0
F,African-American,Greaterthan45,Female,1,-1.0,1,0
F,African-American,Lessthan25,Male,3,-1.0,10,1
F,African-American,Lessthan25,Male,1,-1.0,5,1
F,African-American,Lessthan25,Female,1,-1.0,4,1
F,Caucasian,25-45,Female,7,-30.0,6,1
F,Caucasian,25-45,Male,2,-1.0,2,1
F,Other,Lessthan25,Male,7,0.0,6,1
F,African-American,Lessthan25,Female,2,-1.0,6,1
F,Caucasian,25-45,Male,0,0.0,7,0
M,African-American,Lessthan25,Male,2,-1.0,10,1
F,African-American,25-45,Male,1,-1.0,2,0
M,African-American,25-45,Male,1,-1.0,1,1
M,African-American,25-45,Male,24,-1.0,10,1
F,African-American,25-45,Male,1,-1.0,7,0
F,Caucasian,Greaterthan45,Male,0,-1.0,1,0
M,Caucasian,25-45,Female,1,-1.0,6,1
M,African-American,Lessthan25,Female,0,-1.0,5,0
M,African-American,25-45,Female,0,-1.0,4,0
F,African-American,25-45,Male,7,-1.0,9,1
F,African-American,Greaterthan45,Male,6,-1.0,3,0
F,Caucasian,25-45,Female,2,-28.0,4,1
M,African-American,25-45,Male,5,-1.0,5,1
F,Hispanic,25-45,Male,7,-1.0,9,0
M,Caucasian,25-45,Male,6,-1.0,5,1
M,Caucasian,Greaterthan45,Male,0,0.0,1,0
F,African-American,25-45,Male,5,0.0,7,1
F,African-American,Lessthan25,Male,0,-1.0,4,1
F,African-American,25-45,Male,10,-1.0,7,1
F,African-American,Lessthan25,Male,2,-16.0,9,1
F,African-American,25-45,Male,10,-1.0,9,1
M,African-American,Greaterthan45,Female,0,-1.0,1,0
M,African-American,25-45,Male,0,-1.0,2,0
F,African-American,Lessthan25,Male,7,-11.0,8,1
F,African-American,25-45,Male,3,-1.0,3,1
F,African-American,25-45,Male,7,0.0,4,0
M,Caucasian,25-45,Female,0,-1.0,4,0
M,Hispanic,25-45,Male,1,-1.0,2,0
F,African-American,25-45,Male,1,-1.0,1,0
F,African-American,Lessthan25,Male,0,-1.0,5,1
M,African-American,25-45,Male,2,-1.0,7,0
M,African-American,25-45,Male,1,-1.0,1,1
F,Caucasian,25-45,Male,18,-1.0,9,1
F,African-American,25-45,Female,3,0.0,1,1
F,Caucasian,Lessthan25,Male,0,-1.0,7,1
M,African-American,25-45,Male,0,-1.0,1,1
M,African-American,Greaterthan45,Male,6,-1.0,6,1
F,African-American,Greaterthan45,Female,4,-1.0,3,0
M,Caucasian,Lessthan25,Female,1,0.0,6,0
F,Other,Lessthan25,Male,0,-1.0,5,1
M,Caucasian,25-45,Male,0,0.0,3,1
F,African-American,25-45,Male,5,0.0,8,1
M,African-American,25-45,Male,1,-1.0,1,0
F,Caucasian,Greaterthan45,Female,2,-3.0,2,0
F,African-American,25-45,Male,1,0.0,10,1
F,African-American,25-45,Male,23,-1.0,8,1
M,African-American,25-45,Male,25,0.0,10,1
F,African-American,25-45,Male,18,-1.0,10,1
M,African-American,Greaterthan45,Male,1,-1.0,1,0
F,African-American,25-45,Male,11,-1.0,7,0
F,Caucasian,25-45,Female,0,-1.0,3,0
F,Hispanic,25-45,Male,9,0.0,7,1
F,Caucasian,25-45,Male,9,-1.0,9,0
F,African-American,Lessthan25,Male,7,-1.0,10,1
F,Other,Lessthan25,Male,0,-1.0,2,1
F,Caucasian,25-45,Male,0,-1.0,1,0
F,African-American,25-45,Male,7,-19.0,7,0
M,African-American,25-45,Female,0,-1.0,3,1
F,African-American,25-45,Male,1,-1.0,2,0
M,African-American,25-45,Male,3,-1.0,2,0
M,Hispanic,25-45,Male,3,-1.0,1,1
F,African-American,25-45,Female,3,-1.0,5,0
F,African-American,25-45,Male,26,-1.0,8,1
M,Other,25-45,Female,0,-1.0,2,0
F,Caucasian,Greaterthan45,Male,1,-1.0,1,0
F,Caucasian,Greaterthan45,Male,1,-1.0,1,0
M,African-American,Lessthan25,Male,1,-1.0,4,0
F,African-American,25-45,Male,0,0.0,4,0
F,African-American,Greaterthan45,Male,11,-1.0,8,0
F,Caucasian,Greaterthan45,Male,13,-1.0,2,0
F,African-American,25-45,Male,9,-1.0,7,1
F,Caucasian,25-45,Female,1,-1.0,4,0
M,Other,25-45,Male,1,0.0,2,1
M,Other,Lessthan25,Male,0,-1.0,8,1
F,African-American,25-45,Female,5,0.0,6,1
F,African-American,Greaterthan45,Male,0,-1.0,1,0
F,Caucasian,25-45,Male,0,0.0,4,0
F,African-American,Lessthan25,Male,2,0.0,4,1
F,African-American,Lessthan25,Male,1,-1.0,7,1
F,African-American,25-45,Female,10,-3.0,8,0
F,Caucasian,Lessthan25,Male,8,0.0,9,0
F,Caucasian,25-45,Female,2,-1.0,8,1
F,Caucasian,25-45,Male,0,-1.0,3,0
F,Caucasian,25-45,Male,0,-1.0,2,0
M,African-American,25-45,Male,4,0.0,1,1
F,African-American,25-45,Male,0,-1.0,1,1
F,Caucasian,Greaterthan45,Male,2,-1.0,3,0
F,Caucasian,Greaterthan45,Female,10,-1.0,5,1
F,African-American,Lessthan25,Male,0,-1.0,3,1
F,African-American,Lessthan25,Female,1,-2.0,5,1
F,African-American,25-45,Male,0,0.0,8,1
F,African-American,Lessthan25,Male,1,-1.0,7,1
M,Hispanic,25-45,Male,1,-24.0,2,1
F,Caucasian,Lessthan25,Male,2,-1.0,7,1
F,African-American,Lessthan25,Male,0,-1.0,9,1
F,Caucasian,25-45,Male,2,-26.0,1,0
M,Caucasian,Greaterthan45,Female,0,-2.0,1,0
F,African-American,Lessthan25,Male,1,-1.0,6,1
F,African-American,25-45,Male,0,0.0,4,0
F,Caucasian,Lessthan25,Male,1,-1.0,3,0
M,Other,25-45,Male,0,-1.0,2,0
F,Caucasian,25-45,Male,3,0.0,7,1
F,African-American,25-45,Female,1,-1.0,1,0
M,Caucasian,Greaterthan45,Male,3,0.0,3,0
M,Hispanic,Greaterthan45,Male,9,-1.0,5,1
M,African-American,25-45,Male,0,-2.0,3,0
M,Caucasian,25-45,Male,0,-1.0,1,1
F,African-American,Lessthan25,Male,3,22.0,10,1
M,Other,Lessthan25,Male,2,-1.0,7,0
F,African-American,Lessthan25,Male,3,0.0,8,1
F,Caucasian,Greaterthan45,Male,2,0.0,3,0
M,African-American,25-45,Male,0,0.0,4,0
F,Caucasian,25-45,Female,0,-1.0,4,1
F,Caucasian,25-45,Male,0,-1.0,1,0
M,African-American,Lessthan25,Male,0,0.0,9,1
F,Caucasian,Lessthan25,Male,0,0.0,8,1
M,Other,Lessthan25,Male,0,-1.0,4,1
F,Caucasian,25-45,Male,3,-1.0,5,1
M,Hispanic,Lessthan25,Male,0,0.0,3,0
F,Caucasian,25-45,Male,0,0.0,9,1
M,Other,25-45,Male,0,0.0,2,0
F,African-American,25-45,Male,7,-1.0,5,1
M,Caucasian,Greaterthan45,Male,0,-1.0,1,0
F,African-American,25-45,Female,11,0.0,7,0
F,African-American,25-45,Male,7,0.0,4,0
F,African-American,25-45,Male,1,-24.0,4,1
M,African-American,25-45,Female,15,0.0,8,1
M,Caucasian,25-45,Male,9,-1.0,4,0
F,African-American,25-45,Male,0,0.0,6,1
M,Other,25-45,Male,8,-1.0,2,0
M,Caucasian,25-45,Female,0,0.0,4,0
F,Caucasian,25-45,Male,5,-1.0,5,1
M,Caucasian,25-45,Male,0,0.0,1,1
F,African-American,25-45,Male,4,-9.0,2,0
M,Hispanic,25-45,Male,0,0.0,1,0
M,African-American,25-45,Male,1,0.0,3,1
F,Hispanic,Greaterthan45,Male,5,-1.0,3,1
M,Caucasian,Lessthan25,Female,2,-1.0,7,1
F,Caucasian,Greaterthan45,Male,0,-1.0,1,0
F,Caucasian,Greaterthan45,Male,1,-1.0,1,1
M,Caucasian,25-45,Male,3,-1.0,4,1
F,Caucasian,25-45,Male,1,0.0,1,1
M,African-American,25-45,Male,0,-1.0,1,1
M,African-American,25-45,Male,0,0.0,1,0
F,Caucasian,25-45,Male,5,-21.0,3,0
F,African-American,Lessthan25,Male,0,-1.0,3,0
M,African-American,25-45,Male,8,-1.0,7,0
F,Caucasian,Greaterthan45,Male,7,-23.0,2,0
M,African-American,Greaterthan45,Male,3,-27.0,2,1
F,Caucasian,Greaterthan45,Male,7,0.0,6,1
F,Caucasian,25-45,Male,5,-11.0,1,1
M,Caucasian,Greaterthan45,Male,3,0.0,5,0
F,Caucasian,25-45,Male,0,-7.0,1,0
M,African-American,25-45,Male,27,-1.0,7,0
F,African-American,25-45,Male,5,-1.0,6,0
M,African-American,25-45,Female,0,-1.0,1,1
F,Caucasian,Lessthan25,Male,0,-1.0,10,1
F,Caucasian,25-45,Female,2,-1.0,10,1
M,Caucasian,Lessthan25,Male,0,-1.0,5,0
M,African-American,Lessthan25,Male,0,0.0,2,1
M,African-American,Lessthan25,Male,1,-1.0,9,1
M,African-American,25-45,Male,0,-1.0,3,1
F,Caucasian,Greaterthan45,Male,8,0.0,2,0
M,African-American,25-45,Male,1,-1.0,2,0
M,Caucasian,25-45,Female,0,0.0,5,0
F,Caucasian,Greaterthan45,Male,0,-1.0,1,0
F,Caucasian,Greaterthan45,Male,16,-4.0,9,1
F,African-American,25-45,Male,3,-1.0,1,1
M,African-American,Greaterthan45,Male,0,-6.0,1,0
F,Caucasian,25-45,Female,3,-27.0,6,1
F,African-American,25-45,Female,0,-3.0,2,0
F,Hispanic,Lessthan25,Male,0,-5.0,3,0
M,Other,Lessthan25,Male,3,-1.0,2,1
F,African-American,25-45,Male,11,-1.0,8,0
F,African-American,25-45,Male,11,0.0,8,1
M,African-American,25-45,Male,4,-1.0,1,0
F,Other,25-45,Male,0,-1.0,1,0
F,African-American,Lessthan25,Female,1,-1.0,9,1
F,Caucasian,25-45,Female,1,-1.0,1,0
M,African-American,25-45,Male,0,-1.0,1,1
F,Caucasian,25-45,Male,7,-1.0,8,1
F,African-American,Lessthan25,Male,1,-1.0,8,0
F,African-American,Lessthan25,Male,0,-1.0,9,1
F,Caucasian,25-45,Female,3,-1.0,4,0
M,African-American,Greaterthan45,Male,1,0.0,4,0
F,Caucasian,Greaterthan45,Male,3,-1.0,2,0
F,African-American,25-45,Male,2,-1.0,7,1
M,African-American,Lessthan25,Male,0,-1.0,8,0
F,Caucasian,Greaterthan45,Male,0,-2.0,1,0
F,African-American,25-45,Male,9,-17.0,7,0
F,African-American,Lessthan25,Female,2,16.0,10,1
F,African-American,25-45,Male,8,0.0,10,1
M,African-American,25-45,Female,2,-2.0,5,0
M,African-American,25-45,Male,5,-1.0,5,0
F,Other,25-45,Female,0,-1.0,1,0
F,African-American,Lessthan25,Male,1,-1.0,6,1
M,African-American,25-45,Male,2,-1.0,4,0
M,Caucasian,25-45,Male,0,-2.0,1,0
F,African-American,25-45,Male,0,-1.0,2,0
F,African-American,Lessthan25,Male,2,-22.0,4,1
F,Caucasian,Greaterthan45,Male,2,-19.0,1,0
F,African-American,25-45,Female,0,-1.0,9,1
F,African-American,25-45,Female,2,-1.0,3,0
F,Caucasian,25-45,Male,5,-1.0,4,1
F,African-American,Lessthan25,Male,3,-1.0,5,1
M,Caucasian,25-45,Female,3,9.0,2,1
M,Caucasian,Greaterthan45,Male,9,-24.0,1,1
F,African-American,Lessthan25,Female,1,-1.0,8,1
M,African-American,Greaterthan45,Male,2,-28.0,5,1
M,Caucasian,Greaterthan45,Female,1,-4.0,2,0
F,African-American,Lessthan25,Male,1,-1.0,10,1
M,Other,25-45,Male,3,-1.0,4,1
F,African-American,25-45,Female,3,0.0,6,1
M,African-American,Greaterthan45,Male,0,-1.0,4,0
F,African-American,25-45,Male,2,-1.0,9,0
F,Caucasian,25-45,Female,1,-1.0,3,1
F,African-American,Greaterthan45,Male,4,-1.0,6,0
M,African-American,25-45,Male,21,-1.0,10,1
F,Caucasian,25-45,Male,0,-1.0,2,0
F,Caucasian,25-45,Male,1,-1.0,3,0
F,Caucasian,25-45,Female,2,-1.0,1,0
F,African-American,Lessthan25,Female,4,-1.0,9,1
F,Caucasian,25-45,Female,0,0.0,4,1
F,Caucasian,25-45,Female,4,-1.0,2,0
F,African-American,25-45,Male,20,0.0,9,1
F,African-American,Lessthan25,Male,1,-1.0,3,1
M,African-American,Greaterthan45,Male,0,0.0,1,0
F,African-American,25-45,Male,1,0.0,2,0
F,African-American,Lessthan25,Male,1,-1.0,4,1
F,African-American,Lessthan25,Female,0,-1.0,10,1
F,Caucasian,25-45,Female,0,-1.0,2,1
F,African-American,Lessthan25,Male,0,-1.0,2,0
F,African-American,25-45,Male,4,0.0,5,0
M,African-American,25-45,Male,0,-1.0,2,0
M,Other,Lessthan25,Male,0,-1.0,2,1
F,Caucasian,25-45,Male,0,-1.0,2,0
F,African-American,Lessthan25,Male,3,-1.0,9,0
F,Other,25-45,Male,5,-1.0,5,1
F,Caucasian,25-45,Male,5,0.0,2,0
F,Caucasian,Greaterthan45,Male,1,-1.0,2,0
F,African-American,Lessthan25,Male,0,-1.0,8,1
F,African-American,Lessthan25,Male,7,-1.0,8,1
F,Caucasian,Lessthan25,Male,0,-1.0,4,0
M,Hispanic,Greaterthan45,Male,1,-8.0,1,1
F,African-American,Greaterthan45,Male,13,-13.0,3,0
F,African-American,Lessthan25,Female,2,-1.0,5,0
M,Hispanic,25-45,Male,0,-1.0,1,0
F,Caucasian,Greaterthan45,Male,7,-1.0,4,0
F,African-American,25-45,Male,3,-1.0,5,1
F,African-American,Lessthan25,Male,1,-1.0,4,1
F,African-American,Greaterthan45,Male,0,-1.0,1,0
F,Caucasian,Lessthan25,Male,3,-1.0,5,1
M,African-American,25-45,Male,1,-5.0,4,0
M,Caucasian,25-45,Female,0,-1.0,6,0
M,Hispanic,Greaterthan45,Male,1,-8.0,1,0
M,Other,Greaterthan45,Male,0,0.0,1,0
M,African-American,Greaterthan45,Male,1,-1.0,1,0
F,Other,25-45,Male,0,-1.0,4,0
M,Caucasian,25-45,Male,1,0.0,1,0
M,African-American,25-45,Male,0,-1.0,1,0
F,Caucasian,Greaterthan45,Male,1,-4.0,1,0
M,Other,25-45,Female,1,-24.0,6,0
F,African-American,25-45,Male,7,0.0,4,0
F,Caucasian,25-45,Male,5,-1.0,6,1
F,Caucasian,25-45,Female,0,-1.0,6,0
F,Caucasian,Lessthan25,Male,2,0.0,9,1
M,Hispanic,25-45,Female,0,-2.0,1,1
M,Hispanic,25-45,Male,5,-1.0,2,0
F,Caucasian,Lessthan25,Male,1,-1.0,6,1
M,African-American,Lessthan25,Female,2,-1.0,8,1
F,African-American,25-45,Male,6,-1.0,8,1
M,African-American,25-45,Female,0,-2.0,2,0
M,Caucasian,Greaterthan45,Male,3,-1.0,3,1
F,African-American,Lessthan25,Female,2,-1.0,4,0
F,Caucasian,25-45,Male,4,0.0,8,1
M,Caucasian,Greaterthan45,Male,0,-1.0,1,0
F,African-American,Lessthan25,Male,14,-1.0,10,1
F,African-American,25-45,Male,11,-1.0,6,0
F,African-American,Greaterthan45,Male,22,-1.0,9,1
F,Caucasian,Lessthan25,Male,0,-1.0,3,0
M,African-American,25-45,Male,5,-1.0,8,0
F,African-American,Greaterthan45,Male,19,-1.0,8,1
M,African-American,Greaterthan45,Male,0,-1.0,4,1
M,Caucasian,25-45,Male,1,0.0,3,0
F,Hispanic,Greaterthan45,Male,1,-1.0,1,0
F,African-American,25-45,Male,0,-1.0,1,0
F,Caucasian,25-45,Male,0,0.0,6,1
F,African-American,25-45,Male,5,-1.0,4,1
F,African-American,25-45,Female,0,-1.0,2,0
M,Other,Greaterthan45,Male,1,-25.0,1,0
F,Caucasian,25-45,Female,1,-1.0,7,0
F,African-American,25-45,Male,2,-1.0,7,1
F,African-American,25-45,Female,9,-1.0,7,1
F,African-American,Lessthan25,Male,3,-1.0,10,1
F,African-American,25-45,Male,5,-1.0,9,0
M,African-American,25-45,Male,11,-1.0,7,1
F,African-American,Greaterthan45,Male,13,-1.0,7,0
F,African-American,25-45,Male,4,0.0,8,1
M,Caucasian,25-45,Female,1,-27.0,3,0
F,African-American,25-45,Male,6,0.0,7,1
F,Caucasian,25-45,Male,9,-1.0,5,1
M,Caucasian,25-45,Male,4,0.0,4,1
M,Caucasian,Lessthan25,Male,3,0.0,10,1
F,Caucasian,25-45,Male,0,-1.0,6,0
F,Hispanic,25-45,Male,1,0.0,5,0
M,Caucasian,25-45,Female,0,-2.0,6,0
M,African-American,25-45,Male,0,-1.0,5,1
F,Caucasian,Greaterthan45,Male,1,-1.0,1,0
M,Caucasian,25-45,Female,1,-2.0,5,1
F,African-American,25-45,Male,8,0.0,5,0
F,African-American,25-45,Male,0,-1.0,1,0
F,Caucasian,25-45,Male,2,-21.0,3,0
F,African-American,Greaterthan45,Male,22,-1.0,6,1
M,Other,25-45,Male,4,-1.0,5,1
M,Caucasian,Greaterthan45,Male,0,-1.0,2,1
F,African-American,25-45,Male,2,-1.0,8,1
M,Caucasian,Greaterthan45,Male,1,-1.0,1,0
F,Caucasian,Greaterthan45,Male,2,-1.0,4,0
M,Caucasian,25-45,Male,0,-1.0,6,1
F,African-American,25-45,Male,6,-1.0,8,1
F,Caucasian,25-45,Male,1,-1.0,1,0
M,Hispanic,25-45,Male,1,-14.0,9,0
M,Caucasian,25-45,Female,5,-1.0,4,1
M,African-American,25-45,Male,0,-1.0,2,0
F,Caucasian,25-45,Male,0,-1.0,1,0
M,Caucasian,Greaterthan45,Female,3,-25.0,1,0
M,Other,Greaterthan45,Male,1,-1.0,1,0
M,Hispanic,25-45,Male,2,-1.0,1,0
F,Caucasian,25-45,Male,4,-1.0,1,1
F,African-American,Lessthan25,Male,6,0.0,6,1
M,African-American,25-45,Female,0,-1.0,1,1
F,African-American,25-45,Male,5,0.0,4,0
F,Caucasian,25-45,Male,12,-1.0,5,0
F,African-American,25-45,Female,2,-1.0,2,1
F,African-American,25-45,Male,0,-1.0,5,0
M,Caucasian,25-45,Female,0,-1.0,3,0
F,African-American,25-45,Male,7,0.0,9,1
F,African-American,Lessthan25,Male,0,0.0,6,1
M,Caucasian,25-45,Female,1,-30.0,5,0
F,Caucasian,25-45,Male,0,-1.0,5,0
F,African-American,25-45,Female,2,0.0,2,0
F,Caucasian,Greaterthan45,Female,4,-11.0,3,0
F,Caucasian,25-45,Male,3,-1.0,4,0
M,Hispanic,25-45,Male,5,-1.0,6,1
F,African-American,25-45,Male,3,-1.0,7,0
F,African-American,25-45,Male,17,0.0,8,1
F,Caucasian,25-45,Male,3,0.0,6,1
M,Other,25-45,Male,0,-1.0,1,0
F,African-American,25-45,Male,10,-1.0,6,1
M,Caucasian,Greaterthan45,Male,5,0.0,3,1
M,Caucasian,Lessthan25,Female,0,-1.0,7,0
F,Caucasian,Greaterthan45,Male,10,0.0,4,1
F,African-American,25-45,Male,16,-1.0,9,1
M,African-American,25-45,Male,6,-1.0,5,1
F,African-American,25-45,Male,4,-1.0,8,1
F,African-American,Lessthan25,Male,0,0.0,3,0
M,Hispanic,25-45,Male,1,-1.0,5,0
M,Caucasian,Greaterthan45,Female,0,-3.0,1,0
F,Caucasian,25-45,Male,1,-1.0,8,1
F,Caucasian,Lessthan25,Male,1,-11.0,4,0
M,Caucasian,25-45,Male,0,-1.0,1,1
F,African-American,25-45,Male,14,-1.0,7,1
M,Caucasian,Greaterthan45,Female,0,0.0,1,0
M,African-American,Lessthan25,Female,0,-1.0,3,0
M,Hispanic,25-45,Male,0,0.0,1,0
F,Hispanic,25-45,Female,0,-1.0,1,0
F,Caucasian,25-45,Female,4,-2.0,3,1
M,Hispanic,Lessthan25,Male,0,-1.0,4,1
F,Hispanic,Greaterthan45,Male,0,-3.0,1,0
F,Caucasian,Greaterthan45,Male,2,0.0,9,1
M,Other,25-45,Male,2,-1.0,2,1
F,African-American,25-45,Male,5,-1.0,1,0
M,African-American,25-45,Male,1,-1.0,1,1
F,African-American,Lessthan25,Male,1,-1.0,7,0
F,African-American,Greaterthan45,Male,9,-1.0,4,0
M,Caucasian,Greaterthan45,Male,1,-1.0,4,0
F,African-American,Lessthan25,Male,2,0.0,3,1
M,Caucasian,Greaterthan45,Female,1,-1.0,1,1
F,African-American,25-45,Male,21,-1.0,5,0
F,African-American,25-45,Female,1,-1.0,2,0
M,Caucasian,Lessthan25,Male,4,-1.0,7,1
F,African-American,25-45,Female,22,-1.0,10,1
M,Caucasian,25-45,Female,0,-1.0,6,1
